物種UUID,分類階層,類群,科,科中文名,分類群學名,分類群俗名,簡學名,特有性,原生性,保育類等級,國內紅皮書評估類別
76f7df5b-6991-4680-9ca3-22dbfdcb95e7,種,鳥類,Viduidae,維達鳥科,"Vidua macroura",針尾維達鳥,"Vidua macroura",,"外來 Non-native",,
3736a780-409a-4f15-820b-a5271e7efa0f,種下階層,鳥類,Vireonidae,綠鵙科,"Erpornis zantholeuca griseiloris",綠畫眉(griseiloris亞種),"Erpornis zantholeuca griseiloris",,"原生 Native",,
336c26b9-c6a2-4510-bb06-c761316577d2,種,鳥類,Vireonidae,綠鵙科,"Erpornis zantholeuca",綠畫眉,"Erpornis zantholeuca",,"原生 Native",,"暫無危機（LC, Least Concern）"
32fe4ba9-89e8-4005-8f56-2610eccc1113,種下階層,鳥類,Zosteropidae,繡眼科,"Zosterops japonicus japonicus",日菲繡眼(指名亞種),"Zosterops japonicus japonicus",,"原生 Native",,"暫無危機（LC, Least Concern）"
9be63a32-1746-4a15-ade5-dee06b93d484,種下階層,鳥類,Zosteropidae,繡眼科,"Zosterops meyeni batanis",低地繡眼,"Zosterops meyeni batanis",,"原生 Native",,"暫無危機（LC, Least Concern）"
e0275275-b446-49fa-801c-dd66ed623d96,種下階層,鳥類,Zosteropidae,繡眼科,"Zosterops simplex simplex",斯氏繡眼(指名亞種),"Zosterops simplex simplex",,"原生 Native",,"暫無危機（LC, Least Concern）"
2dc77ddb-7020-4701-b24f-7c548ca059c4,種,鳥類,Zosteropidae,繡眼科,"Yuhina brunneiceps",冠羽畫眉,"Yuhina brunneiceps",台灣特有,"原生 Native",第三級、其他應予保育之野生動物,"暫無危機（LC, Least Concern）"
35c9b2f4-6b31-402f-bec6-c36c4f5ea1b0,種,鳥類,Zosteropidae,繡眼科,"Yuhina torqueola",栗耳鳳鶥,"Yuhina torqueola",,"原生 Native",,
5065b83f-81be-4742-947c-b1d46e2eae4b,種,鳥類,Zosteropidae,繡眼科,"Zosterops erythropleurus",紅脇繡眼,"Zosterops erythropleurus",,"原生 Native",,
8b5005a9-c1a9-4195-ad7c-4bf6215b8be2,種,鳥類,Zosteropidae,繡眼科,"Zosterops japonicus",日菲繡眼,"Zosterops japonicus",,"原生 Native",,"暫無危機（LC, Least Concern）"
34bf1c7c-6f51-4ff5-a4f7-b02af924a8c9,種,鳥類,Zosteropidae,繡眼科,"Zosterops meyeni",低地繡眼,"Zosterops meyeni",,"原生 Native",,
030b2d37-4896-44fa-a0c2-171ac0cbef62,種,鳥類,Zosteropidae,繡眼科,"Zosterops simplex",斯氏繡眼,"Zosterops simplex",,"原生 Native",,
