Polytrichaceae|スギゴケ科|ヒメタチゴケ|Atrichum rhystophyllum|Atrichum rhystophyllum (Müll.Hal.) Paris|0|0||
Polytrichaceae|スギゴケ科|ミヤマチョウチンゴケ|Atrichum tenellum|Atrichum tenellum (Roell) Bruch et Schimp.|0|0||
Polytrichaceae|スギゴケ科|タチゴケ|Atrichum undulatum|Atrichum undulatum (Hedw.) P.Beauv.|0|0||
Polytrichaceae|スギゴケ科|ムツタチゴケ|Atrichum undulatum var. glacilisetum|Atrichum undulatum (Hedw.) P.Beauv. var. glacilisetum Besch.|0|0||
Polytrichaceae|スギゴケ科|ヤクシマタチゴケ|Atrichum yakushimense|Atrichum yakushimense (Horik.) U.Mizush.|0|0||
Polytrichaceae|スギゴケ科|フウリンゴケ|Bartramiopsis lescurii|Bartramiopsis lescurii (James) Kindb.|0|0||
Polytrichaceae|スギゴケ科|イボタチゴケモドキ|Oligotrichum aligerum|Oligotrichum aligerum Mitt.|0|0||
Polytrichaceae|スギゴケ科|フナバハグルマゴケ|Oligotrichum hercynicum|Oligotrichum hercynicum (Hedw.) Lam. et DC.|0|0||
Polytrichaceae|スギゴケ科|タチゴケモドキ|Oligotrichum parallelum|Oligotrichum parallelum (Mitt.) Kindb.|0|0||
Polytrichaceae|スギゴケ科|エゾタチゴケモドキ|Oligotrichum parallelum fo. laxifolium|Oligotrichum parallelum (Mitt.) Kindb.  fo. laxifolium Nog.|0|0||
Polytrichaceae|スギゴケ科|ヒメハミズゴケ|Pogonatum camusii|Pogonatum camusii (Thér.) Touw|0|0||
Polytrichaceae|スギゴケ科|ホウライスギゴケ|Pogonatum cirratum subsp. fuscatum|Pogonatum cirratum (Sw.) Brid.  subsp. fuscatum (Mitt.) Hyvönen|0|0||
Polytrichaceae|スギゴケ科|コセイタカスギゴケ|Pogonatum contortum|Pogonatum contortum (Brid.) Lesq.|0|0||
Polytrichaceae|スギゴケ科|ケスジスギゴケ|Pogonatum dentatum|Pogonatum dentatum (Brid.) Brid.|0|0||
Polytrichaceae|スギゴケ科|コスギゴケ|Pogonatum inflexum|Pogonatum inflexum (Lindb.) Sande Lac.|0|0||
Polytrichaceae|スギゴケ科|セイタカスギゴケ|Pogonatum japonicum|Pogonatum japonicum Sull. et Lesq.|0|0||
Polytrichaceae|スギゴケ科|ヒメスギゴケ|Pogonatum neesii|Pogonatum neesii (Müll.Hal.) Dozy|0|0||
Polytrichaceae|スギゴケ科|シンモエスギゴケ|Pogonatum nipponicum|Pogonatum nipponicum Nog. et Osada|0|0||
Polytrichaceae|スギゴケ科|チャボスギゴケ|Pogonatum otaruense|Pogonatum otaruense Besch.|0|0||
Polytrichaceae|スギゴケ科|タカネスギゴケ|Pogonatum sphaerothecium|Pogonatum sphaerothecium Besch.|0|0||
Polytrichaceae|スギゴケ科|ハミズゴケ|Pogonatum spinulosum|Pogonatum spinulosum Mitt.|0|0||
Polytrichaceae|スギゴケ科|ヤマコスギゴケ|Pogonatum urnigerum|Pogonatum urnigerum (Hedw.) P.Beauv.|0|0||
Polytrichaceae|スギゴケ科|ミヤマスギゴケ|Polytrichastrum alpinum|Polytrichastrum alpinum (L. ex Hedw.) G.L.Sm.|0|0||
Polytrichaceae|スギゴケ科|ダイセツスギゴケ|Polytrichastrum alpinum var. septentrionale|Polytrichastrum alpinum (L. ex Hedw.) G.L.Sm.  var. septentrionale (Brid.) G.L.Sm.|0|0||
Polytrichaceae|スギゴケ科|オオスギゴケ|Polytrichastrum formosum|Polytrichastrum formosum (Hedw.) G.L.Sm.|0|0||
Polytrichaceae|スギゴケ科|オオスギゴケモドキ|Polytrichastrum formosum var. densifolium|Polytrichastrum formosum (Hedw.) G.L.Sm.  var. densifolium (Mitt.) Z.Iwats. et Nog.|0|0||
Polytrichaceae|スギゴケ科|ホンスギゴケ|Polytrichastrum longisetum|Polytrichastrum longisetum (Sw. ex Brid.) G.L.Sm.|0|0||
Polytrichaceae|スギゴケ科|エゾスギゴケ|Polytrichastrum ohioense|Polytrichastrum ohioense (Renauld et Cardot) G.L.Sm.|0|0||
Polytrichaceae|スギゴケ科||Polytrichastrum pallidisetum|Polytrichastrum pallidisetum (Funck) G.L.Sm.|0|0||不明
Polytrichaceae|スギゴケ科|ウマスギゴケ|Polytrichum commune|Polytrichum commune L. ex Hedw.|0|0||
Polytrichaceae|スギゴケ科|ホソバスギゴケ|Polytrichum commune var. swartzii|Polytrichum commune L. ex Hedw.  var. swartzii (Hartm.) Mönk.|0|0||
Polytrichaceae|スギゴケ科|スギゴケ|Polytrichum juniperinum|Polytrichum juniperinum Willd. ex Hedw.|0|0||
Polytrichaceae|スギゴケ科|オキナスギゴケ|Polytrichum juniperinum var. strictum|Polytrichum juniperinum Willd. ex Hedw.  var. strictum (Brid.) Nyl. et Sael.|0|0||
Polytrichaceae|スギゴケ科|ダイセツスギゴケ|Polytrichum norvegicum|Polytrichum norvegicum Hedw.|0|0||
Polytrichaceae|スギゴケ科|ハリスギゴケ|Polytrichum piliferum|Polytrichum piliferum Hedw.|0|0||
Porellaceae|クラマゴケモドキ科|チヂミカヤゴケ|Macvicaria ulophylla|Macvicaria ulophylla (Steph.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|トガリバクラマゴケモドキ|Porella acutifolia subsp. acutifolia|Porella acutifolia (Lehm. et Lindenb.) Trevis.  subsp. acutifolia|0|0||
Porellaceae|クラマゴケモドキ科|トサクラマゴケモドキ|Porella acutifolia subsp. tosana|Porella acutifolia (Lehm. et Lindenb.) Trevis.  subsp. tosana (Steph.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|ヒメクラマゴケモドキ|Porella caespitans var. cordifolia|Porella caespitans (Steph.) S.Hatt.  var. cordifolia (Steph.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|カギクラマゴケモドキ|Porella caespitans var. nipponica|Porella caespitans (Steph.) S.Hatt.  var. nipponica S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|シゲリクラマゴケモドキ|Porella densifolia var. fallax|Porella densifolia (Steph.) S.Hatt.  var. fallax (C.Massal.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|アカクラマゴケモドキ|Porella densifolia var. oviloba|Porella densifolia (Steph.) S.Hatt.  var. oviloba (Steph.) N.Kitag.|0|0||
Porellaceae|クラマゴケモドキ科|サンカククラマゴケモドキ|Porella densifolia var. robusta|Porella densifolia (Steph.) S.Hatt.  var. robusta (Steph.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|ケクラマゴケモドキ|Porella fauriei|Porella fauriei (Steph.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|ホソクラマゴケモドキ|Porella gracillima|Porella gracillima Mitt.|0|0||
Porellaceae|クラマゴケモドキ科|オオクラマゴケモドキ|Porella grandiloba|Porella grandiloba Lindb.|0|0||
Porellaceae|クラマゴケモドキ科|ヤマトクラマゴケモドキ|Porella japonica|Porella japonica (Sande Lac.) Mitt.|0|0||
Porellaceae|クラマゴケモドキ科|タカキクラマゴケモドキ|Porella oblongifolia|Porella oblongifolia S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|マルバクラマゴケモドキ|Porella obtusata var. macroloba|Porella obtusata (Tayl.) Trevis.  var. macroloba (Steph.) S.Hatt. et M.X.Zhang|0|0||
Porellaceae|クラマゴケモドキ科|クラマゴケモドキ|Porella perrottetiana|Porella perrottetiana (Mont.) Trevis.|0|0||
Porellaceae|クラマゴケモドキ科|トゲクラマゴケモドキ|Porella spinulosa|Porella spinulosa (Steph.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|カハルクラマゴケモドキ|Porella stephaniana|Porella stephaniana (C.Massal.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|ナガバクラマゴケモドキ|Porella subobtusa|Porella subobtusa (Steph.) S.Hatt.|0|0||
Porellaceae|クラマゴケモドキ科|ニスビキカヤゴケ|Porella vernicosa|Porella vernicosa Lindb.|0|0||
Pottiaceae|センボンゴケ科|ハリロカイゴケ|Aloina obliquifolia|Aloina obliquifolia (Müll.Hal.) Broth.|0|0||
Pottiaceae|センボンゴケ科|カタロカイゴケ|Aloina rigida|Aloina rigida (Hedw.) Limpr.|0|0||
Pottiaceae|センボンゴケ科|ネジレラッキョウゴケ|Anoectangium aestivum|Anoectangium aestivum (Hedw.) Mitt.|0|0||
Pottiaceae|センボンゴケ科|ヒメラッキョウゴケ|Anoectangium stracheyanum|Anoectangium stracheyanum Mitt.|0|0||
Pottiaceae|センボンゴケ科|イトラッキョウゴケ|Anoectangium thomsonii|Anoectangium thomsonii Mitt.|0|0||
Pottiaceae|センボンゴケ科|ヒメツボゴケ|Astomum japonicum|Astomum japonicum G.Roth|0|0||不明
Pottiaceae|センボンゴケ科|フソウネジクチゴケ|Barbula arcuata|Barbula arcuata Griff.|0|0||
Pottiaceae|センボンゴケ科|エゾネジクチゴケ|Barbula convoluta|Barbula convoluta Hedw.|0|0||
Pottiaceae|センボンゴケ科|カラクニネジレゴケ|Barbula coreensis|Barbula coreensis (Cardot) K.Saito|0|0||
Pottiaceae|センボンゴケ科|マキハネジクチゴケ|Barbula fallax|Barbula fallax Hedw.|0|0||
Pottiaceae|センボンゴケ科|イノウエネジクチゴケ|Barbula hiroshii|Barbula hiroshii K.Saito|0|0||
Pottiaceae|センボンゴケ科|イボスジネジクチゴケ|Barbula horrinervis|Barbula horrinervis K.Saito|0|0||
Pottiaceae|センボンゴケ科|トウヨウネジクチゴケ|Barbula indica|Barbula indica (Hook.) Spreng.|0|0||
Pottiaceae|センボンゴケ科|セイタカネジクチゴケ|Barbula javanica|Barbula javanica Dozy et Molk.|0|0||
Pottiaceae|センボンゴケ科|ケネジクチゴケ|Barbula subcomosa|Barbula subcomosa Broth.|0|0||
Pottiaceae|センボンゴケ科|イヌケクチネジヒゲゴケ|Barbula trichomanoides|Barbula trichomanoides Broth. ex Iisiba|0|0||不明
Pottiaceae|センボンゴケ科|ネジクチゴケ|Barbula unguiculata|Barbula unguiculata Hedw.|0|0||
Pottiaceae|センボンゴケ科|タカネフタゴゴケ|Bryoerythrophyllum brachystegium|Bryoerythrophyllum brachystegium (Besch.) K.Saito|0|0||
Pottiaceae|センボンゴケ科|ノコギリアカハマキゴケ|Bryoerythrophyllum gymnostomum|Bryoerythrophyllum gymnostomum (Broth.) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|アカハマキゴケ|Bryoerythrophyllum recurvirostre|Bryoerythrophyllum recurvirostre (Hedw.) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|オオアカハマキゴケ|Bryoerythrophyllum recurvirostre var. robustum|Bryoerythrophyllum recurvirostre (Hedw.) P.C.Chen  var. robustum K.Saito|0|0||
Pottiaceae|センボンゴケ科|ホソバアカハマキゴケ|Bryoerythrophyllum recurvum|Bryoerythrophyllum recurvum (Griff.) K.Saito|0|0||
Pottiaceae|センボンゴケ科|コアカハマキゴケ|Bryoerythrophyllum rubrum var. minus|Bryoerythrophyllum rubrum (Jur.) P.C.Chen  var. minus K.Saito|0|0||
Pottiaceae|センボンゴケ科|ノコギリアカハマキゴケ|Bryoerythrophyllum wallichii|Bryoerythrophyllum wallichii (Mitt.) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|ムカゴネジレゴケ|Desmatodon gemmascens|Desmatodon gemmascens (Broth.) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|ハリエゾネジレゴケ|Desmatodon latifolius|Desmatodon latifolius (Hedw.) Brid.|0|0||
Pottiaceae|センボンゴケ科|ケナシハリエゾネジレゴケ|Desmatodon latifolius var. muticus|Desmatodon latifolius (Hedw.) Brid.  var. muticus (Brid.) Brid.|0|0||
Pottiaceae|センボンゴケ科|ヘリトリエゾネジレゴケ|Desmatodon laureri|Desmatodon laureri (Schultz) Bruch et Schimp.|0|0||
Pottiaceae|センボンゴケ科|アミバヒゲゴケ|Dialytrichia mucronata|Dialytrichia mucronata (Brid.) Broth.|0|0||
Pottiaceae|センボンゴケ科|トガリフタゴゴケ|Didymodon acutus|Didymodon acutus (Brid.) K.Saito|0|0||
Pottiaceae|センボンゴケ科|アカネジクチゴケ|Didymodon asperifolius|Didymodon asperifolius (Mitt.) H.A.Crum, Steere et L.E.Anderson|0|0||
Pottiaceae|センボンゴケ科|ホソバチュウゴクネジクチゴケ|Didymodon constrictus var. flexicuspis|Didymodon constrictus (Mitt.) K.Saito  var. flexicuspis (P.C.Chen) K.Saito|0|0||
Pottiaceae|センボンゴケ科|ノコギリフタゴゴケ|Didymodon erosodenticulatus|Didymodon erosodenticulatus (Müll.Hal.) K.Saito|0|0||
Pottiaceae|センボンゴケ科|ジムカデゴケ|Didymodon ferrugineus|Didymodon ferrugineus (Schimp. ex Besch.) M.O.Hill|0|0||
Pottiaceae|センボンゴケ科|オオフタゴゴケ|Didymodon giganteus|Didymodon giganteus (Funck) Jur.|0|0||
Pottiaceae|センボンゴケ科|イシバイゴケ|Didymodon japonicus|Didymodon japonicus (Broth.) K.Saito|0|0||
Pottiaceae|センボンゴケ科|イトヒキフタゴゴケ|Didymodon leskeoides|Didymodon leskeoides K.Saito|0|0||
Pottiaceae|センボンゴケ科|イトフタゴゴケ|Didymodon michiganensis|Didymodon michiganensis (Steere) K.Saito|0|0||
Pottiaceae|センボンゴケ科|カイガネクロゴケ|Didymodon nigrescens|Didymodon nigrescens (Mitt.) K.Saito|0|0||
Pottiaceae|センボンゴケ科|アカギネジクチゴケ|Didymodon rigidulus|Didymodon rigidulus Hedw.|0|0||
Pottiaceae|センボンゴケ科|タカネフタゴゴケモドキ|Didymodon rigidulus var. icmadophyllus|Didymodon rigidulus Hedw.  var. icmadophyllus (Schimp. ex Müll.Hal.) Zander|0|0||
Pottiaceae|センボンゴケ科|ヤネフタゴゴケ|Didymodon tectorum|Didymodon tectorum (Müll.Hal.) K.Saito|0|0||
Pottiaceae|センボンゴケ科|コナフキフタゴゴケ|Didymodon tophaceus|Didymodon tophaceus (Brid.) Lisa|0|0||
Pottiaceae|センボンゴケ科|チュウゴクネジクチゴケ|Didymodon vinealis|Didymodon vinealis (Brid.) R.H.Zander|0|0||
Pottiaceae|センボンゴケ科|ダンダンゴケ|Eucladium verticillatum|Eucladium verticillatum (Brid.) Bruch et Schimp.|0|0||
Pottiaceae|センボンゴケ科|オオハナシゴケ|Gymnostomum aeruginosum|Gymnostomum aeruginosum Sm.|0|0||
Pottiaceae|センボンゴケ科|ナメリオウムゴケ|Gymnostomum aurantiacum|Gymnostomum aurantiacum (Mitt.) Paris|0|0||
Pottiaceae|センボンゴケ科|イシノウエノコゴケ|Gymnostomum calcareum|Gymnostomum calcareum Nees et Hornsch.|0|0||
Pottiaceae|センボンゴケ科|オニオウムゴケ|Gymnostomum subrigidulum|Gymnostomum subrigidulum (Broth.) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|ツクシセンボンゴケ|Hennediella heimii|Hennediella heimii (Hedw.) Zander|0|0||
Pottiaceae|センボンゴケ科|ヒロハネジクチゴケ|Hydrogonium ehrenbergii|Hydrogonium ehrenbergii (Lorentz) A.Jaeger|0|0||
Pottiaceae|センボンゴケ科|オウムゴケ|Hymenostylium recurvirostre|Hymenostylium recurvirostre (Hedw.) Dixon|0|0||
Pottiaceae|センボンゴケ科|トガリバハマキゴケ|Hyophila acutifolia|Hyophila acutifolia K.Saito|0|0||
Pottiaceae|センボンゴケ科|カタハマキゴケ|Hyophila involuta|Hyophila involuta (Hook.) A.Jaeger|0|0||
Pottiaceae|センボンゴケ科|シタガタホソゴケ|Hyophila linguiformis|Hyophila linguiformis Broth. ex Iisiba|0|0||不明
Pottiaceae|センボンゴケ科|ハマキゴケ|Hyophila propagulifera|Hyophila propagulifera Broth.|0|0||
Pottiaceae|センボンゴケ科||Hyophila rosea|Hyophila rosea R.S.Williams|0|0||
Pottiaceae|センボンゴケ科|ツメハマキゴケ|Hyophila sieboldii|Hyophila sieboldii Besch.|0|0||
Pottiaceae|センボンゴケ科|ヘラハマキゴケ|Hyophila spathulata|Hyophila spathulata (Harv.) A.Jaeger|0|0||
Pottiaceae|センボンゴケ科|トサノオウゴンゴケ|Leptodontium flexifolium|Leptodontium flexifolium (Dicks. ex With.) Hampe|0|0||
Pottiaceae|センボンゴケ科|サジバオウゴンゴケ|Leptodontium pergemmascens|Leptodontium pergemmascens Broth.|0|0||
Pottiaceae|センボンゴケ科|ナガバヒョウタンゴケ|Leptophascum leptophyllum|Leptophascum leptophyllum (Müll.Hal.) J.Guerra et M.J.Cano|0|0||
Pottiaceae|センボンゴケ科|クロコゴケ|Luisierella barbula|Luisierella barbula (Schwägr.) Steere|0|0||
Pottiaceae|センボンゴケ科|ナガバハリイシバイゴケ|Molendoa hornschuchiana|Molendoa hornschuchiana (Hook.) Lindb. ex Limpr.|0|0||
Pottiaceae|センボンゴケ科|ハリイシバイゴケ|Molendoa sendtneriana|Molendoa sendtneriana (Bruch et Schimp.) Limpr.|0|0||
Pottiaceae|センボンゴケ科|ツツクチヒゲゴケ|Oxystegus tenuirostris|Oxystegus tenuirostris (Hook. et Taylor) A.J.E.Sm.|0|0||
Pottiaceae|センボンゴケ科|コモチツツクチヒゲゴケ|Oxystegus tenuirostris var. gemmiparus|Oxystegus tenuirostris (Hook. et Taylor) A.J.E.Sm.  var. gemmiparus (Schimp.) Zander|0|0||
Pottiaceae|センボンゴケ科||Pachyneuropsis miyagii|Pachyneuropsis miyagii T.Yamag.|0|0||
Pottiaceae|センボンゴケ科|タマウケゴケ|Phascum cuspidatum|Phascum cuspidatum Schreb. ex Hedw.|0|0||
Pottiaceae|センボンゴケ科|アナシッポゴケモドキ|Pseudosymblepharis bombayensis|Pseudosymblepharis bombayensis (Müll.Hal.) P.Sollman|0|0||
Pottiaceae|センボンゴケ科|ホンモンジゴケ|Scopelophila cataractae|Scopelophila cataractae (Mitt.) Broth.|0|0||
Pottiaceae|センボンゴケ科|イワマセンボンゴケ|Scopelophila ligulata|Scopelophila ligulata (Spruce) Spruce|0|0||
Pottiaceae|センボンゴケ科|センボンウリゴケ|Timmiella anomala|Timmiella anomala (Bruch et Schimp.) Limpr.|0|0||
Pottiaceae|センボンゴケ科|ヒロハヨリイトゴケ|Tortella fragilis|Tortella fragilis (Hook. et Wils.) Limpr.|0|0||
Pottiaceae|センボンゴケ科||Tortella humilis|Tortella humilis (Hedw.) Jenn.|0|0||不明
Pottiaceae|センボンゴケ科|ユミヨリイトゴケ|Tortella inflexa|Tortella inflexa (Bruch) Broth.|0|0||
Pottiaceae|センボンゴケ科|コネジレゴケ|Tortella japonica|Tortella japonica (Besch.) Broth.|0|0||
Pottiaceae|センボンゴケ科|ネジレゴケモドキ|Tortella tortuosa|Tortella tortuosa (Hedw.) Limpr.|0|0||
Pottiaceae|センボンゴケ科|センボンゴケ|Tortula caucasica|Tortula caucasica Broth.|0|0||
Pottiaceae|センボンゴケ科||Tortula inermis|Tortula inermis (Brid.) Mont.|0|0||
Pottiaceae|センボンゴケ科|ロカイゴケ|Tortula leptotheca|Tortula leptotheca (Schimp. ex Besch.) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|ナガバセンボンゴケ|Tortula lindbergii|Tortula lindbergii Broth.|0|0||
Pottiaceae|センボンゴケ科||Tortula mucronifolia|Tortula mucronifolia Schwägr.|0|0||
Pottiaceae|センボンゴケ科|ヘラハネジレゴケ|Tortula muralis|Tortula muralis Hedw.|0|0||
Pottiaceae|センボンゴケ科|ホソバネジレゴケ|Tortula muralis var. aestiva|Tortula muralis Hedw.  var. aestiva Brid. ex Hedw.|0|0||
Pottiaceae|センボンゴケ科|ムカデネジレゴケ|Tortula norvegica|Tortula norvegica (F.Weber) Lindb.|0|0||
Pottiaceae|センボンゴケ科|エゾネジレゴケ|Tortula obtusifolia|Tortula obtusifolia (Schwägr.) Mathieu|0|0||
Pottiaceae|センボンゴケ科|コモチネジレゴケ|Tortula pagorum|Tortula pagorum (Milde) De Not.Tortula pallida (Lindb.) R.H.Zander|0|0||帰
Pottiaceae|センボンゴケ科|コモチセンボンゴケ|Tortula pallida|Tortula pallida (Lindb.) R.H.Zander|0|0||疑問
Pottiaceae|センボンゴケ科|ミヤマコネジレゴケ|Tortula sinensis|Tortula sinensis (Müll.Hal.) Broth.|0|0||
Pottiaceae|センボンゴケ科|ハナシセンボンゴケ|Tortula truncata|Tortula truncata (Hedw.) Mitt.|0|0||
Pottiaceae|センボンゴケ科|クチヒゲゴケ|Trichostomum brachydontium|Trichostomum brachydontium Bruch|0|0||
Pottiaceae|センボンゴケ科|チヂミクチヒゲゴケ|Trichostomum crispulum|Trichostomum crispulum Bruch|0|0||
Pottiaceae|センボンゴケ科|ムツコネジレゴケ|Trichostomum platyphyllum|Trichostomum platyphyllum (Broth. ex Iisiba) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|ニセイシバイゴケ|Tuerckheimia svihlae|Tuerckheimia svihlae (E.B.Bartram) R.H.Zander|0|0||
Pottiaceae|センボンゴケ科|ツチノウエノハリゴケ|Uleobryum naganoi|Uleobryum naganoi Kiguchi, I.G.Stone et Z.Iwats.|0|0||
Pottiaceae|センボンゴケ科|ホソコゴケモドキ|Weisiopsis anomala|Weisiopsis anomala (Broth. et Paris) Broth.|0|0||
Pottiaceae|センボンゴケ科|クロトジクチゴケ|Weissia atrocaulis|Weissia atrocaulis K.Saito|0|0||
Pottiaceae|センボンゴケ科|ツチノウエノコゴケ|Weissia controversa|Weissia controversa Hedw.|0|0||
Pottiaceae|センボンゴケ科|ナガエノコゴケ|Weissia controversa var. australis|Weissia controversa Hedw.  var. australis (Austin) Schornh.|0|0||
Pottiaceae|センボンゴケ科|ツチノウエノタマゴケ|Weissia crispa|Weissia crispa (Hedw.) Mitt.|0|0||
Pottiaceae|センボンゴケ科|ヤマトトジクチゴケ|Weissia deciduifolia|Weissia deciduifolia K.Saito|0|0||
Pottiaceae|センボンゴケ科|ホソバトジクチゴケ|Weissia edentula|Weissia edentula Mitt.|0|0||
Pottiaceae|センボンゴケ科|トジクチゴケ|Weissia exerta|Weissia exerta (Broth.) P.C.Chen|0|0||
Pottiaceae|センボンゴケ科|ナガバコゴケ|Weissia longidens|Weissia longidens Cardot|0|0||
Pottiaceae|センボンゴケ科|ニセホソバトジクチゴケ|Weissia newcomeri|Weissia newcomeri (E.B.Bartram) K.Saito|0|0||
Pottiaceae|センボンゴケ科|ツチノウエノカタゴケ|Weissia planifolia|Weissia planifolia Dixon|0|0||
Pottiaceae|センボンゴケ科|ケスジゴケ|Weissia rutilans|Weissia rutilans (Hedw.) Lindb.|0|0||
Prionodontaceae|サガリノコギリゴケ科|タイワントラノオゴケ|Taiwanobryum speciosum|Taiwanobryum speciosum Nog.|0|0||
Pseudolepicoleaceae|マツバウロコゴケ科|チャボマツバウロコゴケ|Blepharostoma minus|Blepharostoma minus Horik.|0|0||
Pseudolepicoleaceae|マツバウロコゴケ科|マツバウロコゴケ|Blepharostoma trichophyllum|Blepharostoma trichophyllum (L.) Dumort.|0|0||
Pseudolepicoleaceae|マツバウロコゴケ科|サトミヨツデゴケ|Pseudolepicolea andoi|Pseudolepicolea andoi (R.M.Schust.) Inoue|0|0||
Pterigynandraceae|ネジレイトゴケ科|ネジレイトゴケ|Pterigynandrum filiforme|Pterigynandrum filiforme Hedw.|0|0||
Pterobryaceae|ヒムロゴケ科|オオミミゴケ|Meteoriella soluta|Meteoriella soluta (Mitt.) S.Okamura|0|0||
Ptychomitriaceae|チヂレゴケ科|ヤマトハクチョウゴケ|Campylostelium brachycarpum|Campylostelium brachycarpum (Nog.) Z.Iwats. Tateishi & Tad.Suzuki|0|0||
Ptychomitriaceae|チヂレゴケ科|ハクチョウゴケ|Campylostelium saxicola|Campylostelium saxicola (F.Weber et D.Mohr) Bruch et Schimp.|0|0||
Ptychomitriaceae|チヂレゴケ科|ハチヂレゴケ|Ptychomitrium dentatum|Ptychomitrium dentatum (Mitt.) A.Jaeger|0|0||
Ptychomitriaceae|チヂレゴケ科|ヒダゴケ|Ptychomitrium fauriei|Ptychomitrium fauriei Besch.|0|0||
Ptychomitriaceae|チヂレゴケ科|タイワンチヂレゴケ|Ptychomitrium formosicum|Ptychomitrium formosicum Broth. et Yasuda|0|0||
Ptychomitriaceae|チヂレゴケ科|シナチヂレゴケ|Ptychomitrium gardneri|Ptychomitrium gardneri Lesq.|0|0||
Ptychomitriaceae|チヂレゴケ科||Ptychomitrium gardneri var. angustifolium|Ptychomitrium gardneri Lesq.  var. angustifolium (Nog.) T.Cao et S.L.Guo|0|0||
Ptychomitriaceae|チヂレゴケ科|ナガバチヂレゴケ|Ptychomitrium linearifolium|Ptychomitrium linearifolium Reimers et Sakurai|0|0||
Ptychomitriaceae|チヂレゴケ科|チヂレゴケ|Ptychomitrium sinense|Ptychomitrium sinense (Mitt.) A.Jaeger|0|0||
Ptychomitriaceae|チヂレゴケ科|コバノヒダゴケ|Ptychomitrium wilsonii|Ptychomitrium wilsonii Sull. et Lesq.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|タマコモチイトゴケ|Aptychella tonkinensis|Aptychella tonkinensis (Broth. et Paris) Broth.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|ヒメカガミゴケ|Brotherella complanata|Brotherella complanata Reimers et Sakurai|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|タイワンハシボソゴケ|Brotherella falcata|Brotherella falcata (Dozy et Molk.) M.Fleisch.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|トガリゴケ|Brotherella fauriei|Brotherella fauriei (Cardot) Broth.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|カガミゴケ|Brotherella henonii|Brotherella henonii (Duby) M.Fleisch.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|フトカガミゴケ|Brotherella henonii var. robustula|Brotherella henonii (Duby) M.Fleisch.  var. robustula (Sakurai) Sakurai|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|ナヨナヨカガミゴケ|Brotherella herbacea|Brotherella herbacea Sakurai ex K.Ochi|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|ミヤマカガミゴケ|Brotherella recurvans|Brotherella recurvans (Michx.) Fleisch.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科||Clastobryella tenella|Clastobryella tenella M.Fleisch.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|ナガスジコモチイトゴケ|Clastobryopsis brevinervis|Clastobryopsis brevinervis M.Fleisch.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|オオタマコモチイトゴケ|Clastobryopsis robusta|Clastobryopsis robusta (Broth.) M.Fleisch.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|ヒロハコモチイトゴケ|Gammiella ceylonensis|Gammiella ceylonensis (Broth.) B.C.Tan et W.R.Buck|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|ミヤマクサゴケ|Heterophyllium affine|Heterophyllium affine (Hook. ex Kunth) M.Fleisch.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|イトクサゴケ|Heterophyllium nematosum|Heterophyllium nematosum Broth. ex P.Vard. et Thér.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|イトヒキフデノホゴケ|Isocladiella surcularis|Isocladiella surcularis (Dixon) B.C.Tan et Mohamed|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|シロイチイゴケ|Isopterygium albescens|Isopterygium albescens (Hook.) A.Jaeger|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|ホソイチイゴケ|Isopterygium byssaceum|Isopterygium byssaceum Broth.|0|0||
Pylaisiadelphaceae|コモチイトゴケ科|キンキイチイゴケ|Isopterygium hasimotoi|Isopterygium hasimotoi Sakurai|0|0||
